id,name,product_type,description,monthly_sales
4331,ATX Power Supply 600W Premium,Electronics,600W certified power supply. Premium model – batch 328.,407
4332,Blue Pen Compact,Stationery,Blue ballpoint pen. Compact model – batch 329.,169
4333,Blue Pen Wireless,Stationery,Blue ballpoint pen. Wireless model – batch 330.,490
4334,Django Book Wireless,Book,Web development with Django. Wireless model – batch 331.,209
4335,Django Book Standard,Book,Web development with Django. Standard model – batch 332.,250
4336,24 Inch Monitor Standard,Electronics,Full HD monitor for work and gaming. Standard model – batch 333.,360
4337,Python Book Wireless,Book,Learn Python from beginner to advanced. Wireless model – batch 334.,279
4338,Multifunction Printer Standard,Electronics,Printer with scanner and copier. Standard model – batch 335.,34
4339,External Hard Drive 1TB Plus,Electronics,Portable 1TB external storage. Plus model – batch 336.,404
4340,Bluetooth Headphones Pro,Electronics,Wireless headphones with noise cancellation. Pro model – batch 337.,128
4341,24 Inch Monitor Premium,Electronics,Full HD monitor for work and gaming. Premium model – batch 338.,478
4342,USB Flash Drive 64GB Plus,Electronics,USB 3.0 flash drive with 64GB capacity. Plus model – batch 339.,345
4343,ATX Power Supply 600W Pro,Electronics,600W certified power supply. Pro model – batch 340.,308
4344,Blue Pen USB-C,Stationery,Blue ballpoint pen. USB-C model – batch 341.,214
4345,Full HD Webcam USB-C,Electronics,1080p webcam for video conferencing. USB-C model – batch 342.,336
4346,Bluetooth Headphones Advanced,Electronics,Wireless headphones with noise cancellation. Advanced model – batch 343.,472
4347,Laptop Backpack Premium,Accessories,Durable backpack for up to 15-inch laptops. Premium model – batch 344.,302
4348,HDMI Cable Plus,Accessories,High-speed HDMI 2.0 cable. Plus model – batch 345.,373
4349,Python Book Compact,Book,Learn Python from beginner to advanced. Compact model – batch 346.,472
4350,USB Flash Drive 64GB Wireless,Electronics,USB 3.0 flash drive with 64GB capacity. Wireless model – batch 347.,272
4351,Gaming Mousepad Premium,Accessories,Large mousepad with non-slip base. Premium model – batch 348.,474
4352,University Notebook Wireless,Stationery,Notebook with 200 pages. Wireless model – batch 349.,123
4353,ATX Power Supply 600W Compact,Electronics,600W certified power supply. Compact model – batch 350.,204
4354,Bluetooth Headphones Wireless,Electronics,Wireless headphones with noise cancellation. Wireless model – batch 351.,229
4355,Python Book Pro,Book,Learn Python from beginner to advanced. Pro model – batch 352.,335
4356,Multifunction Printer Compact,Electronics,Printer with scanner and copier. Compact model – batch 353.,63
4357,Python Book USB-C,Book,Learn Python from beginner to advanced. USB-C model – batch 354.,282
4358,External Hard Drive 1TB USB-C,Electronics,Portable 1TB external storage. USB-C model – batch 355.,411
4359,HDMI Cable Plus,Accessories,High-speed HDMI 2.0 cable. Plus model – batch 356.,36
4360,Python Book Plus,Book,Learn Python from beginner to advanced. Plus model – batch 357.,356
4361,ATX Power Supply 600W Plus,Electronics,600W certified power supply. Plus model – batch 358.,472
4362,External Hard Drive 1TB Wireless,Electronics,Portable 1TB external storage. Wireless model – batch 359.,449
4363,Blue Pen Pro,Stationery,Blue ballpoint pen. Pro model – batch 360.,246
4364,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 361.,259
4365,Algorithms Book Compact,Book,Introduction to algorithms and programming logic. Compact model – batch 362.,327
4366,Laptop i5 Compact,Electronics,Laptop with Intel i5 processor and SSD. Compact model – batch 363.,382
4367,Laptop Backpack Wireless,Accessories,Durable backpack for up to 15-inch laptops. Wireless model – batch 364.,419
4368,24 Inch Monitor Premium,Electronics,Full HD monitor for work and gaming. Premium model – batch 365.,100
4369,HDMI Cable Wireless,Accessories,High-speed HDMI 2.0 cable. Wireless model – batch 366.,193
4370,Laptop Stand Pro,Accessories,Adjustable ergonomic laptop stand. Pro model – batch 367.,68
4371,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 368.,219
4372,Mechanical Keyboard Pro,Electronics,Mechanical keyboard with blue switches. Pro model – batch 369.,11
4373,Mechanical Keyboard Pro,Electronics,Mechanical keyboard with blue switches. Pro model – batch 370.,36
4374,USB Flash Drive 64GB Wireless,Electronics,USB 3.0 flash drive with 64GB capacity. Wireless model – batch 371.,316
4375,Mechanical Keyboard Pro,Electronics,Mechanical keyboard with blue switches. Pro model – batch 372.,301
4376,Multifunction Printer Wireless,Electronics,Printer with scanner and copier. Wireless model – batch 373.,110
4377,HDMI Cable USB-C,Accessories,High-speed HDMI 2.0 cable. USB-C model – batch 374.,143
4378,Algorithms Book Pro,Book,Introduction to algorithms and programming logic. Pro model – batch 375.,94
4379,Python Book Plus,Book,Learn Python from beginner to advanced. Plus model – batch 376.,134
4380,External Hard Drive 1TB Compact,Electronics,Portable 1TB external storage. Compact model – batch 377.,197
4381,Blue Pen Pro,Stationery,Blue ballpoint pen. Pro model – batch 378.,143
4382,Laptop Stand Compact,Accessories,Adjustable ergonomic laptop stand. Compact model – batch 379.,299
4383,University Notebook Wireless,Stationery,Notebook with 200 pages. Wireless model – batch 380.,311
4384,Bluetooth Headphones Pro,Electronics,Wireless headphones with noise cancellation. Pro model – batch 381.,299
4385,24 Inch Monitor Plus,Electronics,Full HD monitor for work and gaming. Plus model – batch 382.,428
4386,Laptop Backpack Advanced,Accessories,Durable backpack for up to 15-inch laptops. Advanced model – batch 383.,363
4387,Multifunction Printer Advanced,Electronics,Printer with scanner and copier. Advanced model – batch 384.,24
4388,Laptop i5 USB-C,Electronics,Laptop with Intel i5 processor and SSD. USB-C model – batch 385.,382
4389,ATX Power Supply 600W Premium,Electronics,600W certified power supply. Premium model – batch 386.,131
4390,Laptop i5 Plus,Electronics,Laptop with Intel i5 processor and SSD. Plus model – batch 387.,400
4391,Laptop Stand Premium,Accessories,Adjustable ergonomic laptop stand. Premium model – batch 388.,168
4392,24 Inch Monitor USB-C,Electronics,Full HD monitor for work and gaming. USB-C model – batch 389.,193
4393,Laptop i5 Premium,Electronics,Laptop with Intel i5 processor and SSD. Premium model – batch 390.,462
4394,USB Mouse USB-C,Electronics,Wired USB mouse with high precision. USB-C model – batch 391.,180
4395,Blue Pen Standard,Stationery,Blue ballpoint pen. Standard model – batch 392.,99
4396,Python Book Premium,Book,Learn Python from beginner to advanced. Premium model – batch 393.,444
4397,Mechanical Keyboard Compact,Electronics,Mechanical keyboard with blue switches. Compact model – batch 394.,195
4398,External Hard Drive 1TB Standard,Electronics,Portable 1TB external storage. Standard model – batch 395.,476
4399,External Hard Drive 1TB Pro,Electronics,Portable 1TB external storage. Pro model – batch 396.,414
4400,Python Book Standard,Book,Learn Python from beginner to advanced. Standard model – batch 397.,363
4401,Mechanical Keyboard Premium,Electronics,Mechanical keyboard with blue switches. Premium model – batch 398.,148
4402,Laptop Stand Premium,Accessories,Adjustable ergonomic laptop stand. Premium model – batch 399.,181
4403,External Hard Drive 1TB Standard,Electronics,Portable 1TB external storage. Standard model – batch 400.,210
4404,HDMI Cable Compact,Accessories,High-speed HDMI 2.0 cable. Compact model – batch 401.,390
4405,University Notebook Compact,Stationery,Notebook with 200 pages. Compact model – batch 402.,14
4406,Gaming Mousepad USB-C,Accessories,Large mousepad with non-slip base. USB-C model – batch 403.,8
4407,Blue Pen Standard,Stationery,Blue ballpoint pen. Standard model – batch 404.,475
4408,Laptop i5 Compact,Electronics,Laptop with Intel i5 processor and SSD. Compact model – batch 405.,182
4409,24 Inch Monitor Premium,Electronics,Full HD monitor for work and gaming. Premium model – batch 406.,363
4410,Bluetooth Headphones Premium,Electronics,Wireless headphones with noise cancellation. Premium model – batch 407.,412
4411,Gaming Mousepad Wireless,Accessories,Large mousepad with non-slip base. Wireless model – batch 408.,345
4412,USB Flash Drive 64GB USB-C,Electronics,USB 3.0 flash drive with 64GB capacity. USB-C model – batch 409.,210
4413,Gaming Mousepad Compact,Accessories,Large mousepad with non-slip base. Compact model – batch 410.,314
4414,24 Inch Monitor USB-C,Electronics,Full HD monitor for work and gaming. USB-C model – batch 411.,21
4415,Bluetooth Headphones Advanced,Electronics,Wireless headphones with noise cancellation. Advanced model – batch 412.,190
4416,Mechanical Keyboard Premium,Electronics,Mechanical keyboard with blue switches. Premium model – batch 413.,478
4417,University Notebook Wireless,Stationery,Notebook with 200 pages. Wireless model – batch 414.,5
4418,Bluetooth Headphones Pro,Electronics,Wireless headphones with noise cancellation. Pro model – batch 415.,94
4419,Gaming Mousepad Plus,Accessories,Large mousepad with non-slip base. Plus model – batch 416.,346
4420,24 Inch Monitor Pro,Electronics,Full HD monitor for work and gaming. Pro model – batch 417.,353
4421,Python Book Plus,Book,Learn Python from beginner to advanced. Plus model – batch 418.,15
4422,Python Book USB-C,Book,Learn Python from beginner to advanced. USB-C model – batch 419.,434
4423,Multifunction Printer USB-C,Electronics,Printer with scanner and copier. USB-C model – batch 420.,250
4424,HDMI Cable Pro,Accessories,High-speed HDMI 2.0 cable. Pro model – batch 421.,150
4425,24 Inch Monitor Compact,Electronics,Full HD monitor for work and gaming. Compact model – batch 422.,171
4426,Algorithms Book USB-C,Book,Introduction to algorithms and programming logic. USB-C model – batch 423.,193
4427,Multifunction Printer Compact,Electronics,Printer with scanner and copier. Compact model – batch 424.,64
4428,Laptop Backpack Plus,Accessories,Durable backpack for up to 15-inch laptops. Plus model – batch 425.,268
4429,Full HD Webcam Plus,Electronics,1080p webcam for video conferencing. Plus model – batch 426.,54
4430,Laptop Stand Plus,Accessories,Adjustable ergonomic laptop stand. Plus model – batch 427.,414
4431,University Notebook Standard,Stationery,Notebook with 200 pages. Standard model – batch 428.,45
4432,Clean Code Book Plus,Book,Best practices for clean and maintainable code. Plus model – batch 429.,474
4433,HDMI Cable USB-C,Accessories,High-speed HDMI 2.0 cable. USB-C model – batch 430.,399
4434,USB Mouse Advanced,Electronics,Wired USB mouse with high precision. Advanced model – batch 431.,265
4435,HDMI Cable USB-C,Accessories,High-speed HDMI 2.0 cable. USB-C model – batch 432.,296
4436,Laptop i5 Premium,Electronics,Laptop with Intel i5 processor and SSD. Premium model – batch 433.,130
4437,USB Mouse USB-C,Electronics,Wired USB mouse with high precision. USB-C model – batch 434.,482
4438,Python Book Plus,Book,Learn Python from beginner to advanced. Plus model – batch 435.,204
4439,USB Mouse Compact,Electronics,Wired USB mouse with high precision. Compact model – batch 436.,152
4440,Full HD Webcam Advanced,Electronics,1080p webcam for video conferencing. Advanced model – batch 437.,337
4441,Laptop Stand Pro,Accessories,Adjustable ergonomic laptop stand. Pro model – batch 438.,483
4442,Laptop Backpack Compact,Accessories,Durable backpack for up to 15-inch laptops. Compact model – batch 439.,341
4443,USB Flash Drive 64GB Premium,Electronics,USB 3.0 flash drive with 64GB capacity. Premium model – batch 440.,215
4444,Laptop Backpack Standard,Accessories,Durable backpack for up to 15-inch laptops. Standard model – batch 441.,433
4445,Clean Code Book Wireless,Book,Best practices for clean and maintainable code. Wireless model – batch 442.,177
4446,ATX Power Supply 600W Standard,Electronics,600W certified power supply. Standard model – batch 443.,104
4447,HDMI Cable Advanced,Accessories,High-speed HDMI 2.0 cable. Advanced model – batch 444.,494
4448,ATX Power Supply 600W Compact,Electronics,600W certified power supply. Compact model – batch 445.,191
4449,External Hard Drive 1TB USB-C,Electronics,Portable 1TB external storage. USB-C model – batch 446.,102
4450,Python Book Wireless,Book,Learn Python from beginner to advanced. Wireless model – batch 447.,469
4451,Laptop Stand Wireless,Accessories,Adjustable ergonomic laptop stand. Wireless model – batch 448.,261
4452,Gaming Mousepad Wireless,Accessories,Large mousepad with non-slip base. Wireless model – batch 449.,431
4453,Laptop i5 Standard,Electronics,Laptop with Intel i5 processor and SSD. Standard model – batch 450.,146
